id,name,year_birth,year_death,dinasty
9629,Conaing macN\x82ill Gl\xB9ndub O'N\x82ill,,,O'N\x82ill
9630,Domnall macConaing O'N\x82ill,,,O'N\x82ill
9631,Fergal macDomnaill O'N\x82ill,,1001.0,O'N\x82ill
9632,Flaithbertach macMuirchertaig O'N\x82ill,,,O'N\x82ill
9633,Domnall macMuirchertaig O'N\x82ill,,,O'N\x82ill
9634,Muiredach macDomnaill O'N\x82ill,,,O'N\x82ill
9635,Aed macDomnaill O'N\x82ill,,1004.0,O'N\x82ill
9636,Muirchertach macDomnaill O'N\x82ill,,,O'N\x82ill
9637,Flaithbertach macMuirchertaig O'N\x82ill,,1036.0,O'N\x82ill
9638,Aed macFlaithbertaig O'N\x82ill,,1033.0,O'N\x82ill
9639,five  generations,,,generations
9640,Aed 'In Mac\xA0em T\xA2inlesc' O'N\x82ill,,1177.0,O'N\x82ill
9641,Lochlainn macMuiredaig O'N\x82ill,,,O'N\x82ill
9642,Conchobar macDomnaill O'N\x82ill,,,O'N\x82ill
9643,Fergal macDomnaill O'N\x82ill,,,O'N\x82ill
9644,Flaithbertach macDomnaill O'N\x82ill,,,O'N\x82ill
9645,Flann macDomnaill O'N\x82ill,,,O'N\x82ill
9646,_____  O'N\x82ill,,,O'N\x82ill
9647,Murchad Gl\xB9n re L\xA0r O'N\x82ill,,,O'N\x82ill
9648,Flaithbertach macConchobar O'N\x82ill,,,O'N\x82ill
9649,Tadg macConchobar O'N\x82ill,,,O'N\x82ill
9650,Conn macConchobar O'N\x82ill,,,O'N\x82ill
9651,M\xA0el Ruanaid macFlann O'N\x82ill,,,O'N\x82ill
9652,M\xA0el Sechnaill macM\xA0ele Ruanaid O'N\x82ill,,,O'N\x82ill
9653,Niall macM\xA0ele Sechnaill O'N\x82ill,,1061.0,O'N\x82ill
9654,Lochlainn macM\xA0el Sechnaill O'N\x82ill,,1023.0,O'N\x82ill
9655,Ardgar macLochlainn O'N\x82ill,,1064.0,O'N\x82ill
9656,Domnall manN\x82ill O'N\x82ill,,1068.0,O'N\x82ill
9657,Aed macN\x82ill O'N\x82ill,,1083.0,O'N\x82ill
9658,Donnchad macN\x82ill O'N\x82ill,,1083.0,O'N\x82ill
9659,Domnall macArdgar O'Lochlainn O'N\x82ill,,1121.0,O'N\x82ill
9660,Magnus macArdgar O'N\x82ill,,1129.0,O'N\x82ill
9661,Conchobar macDomnaill O'N\x82ill,,1136.0,O'N\x82ill
9662,Niall macDomnaill O'N\x82ill,,1119.0,O'N\x82ill
9663,Aed macConchobar O'N\x82ill,,,O'N\x82ill
9664,Domnall macAedo O'N\x82ill,,1188.0,O'N\x82ill
9665,Muirchertach macN\x82ill macLochlainn,,1166.0,macLochlainn
9666,Conchobar macMuirchertaig O'N\x82ill,,1170.0,O'N\x82ill
9667,Niall macMuirchertaig O'N\x82ill,,1176.0,O'N\x82ill
9668,M\xA0el Sechlainn macMuirchertaig O'N\x82ill,,1185.0,O'N\x82ill
9669,Muirchertach macMuirchertaig O'N\x82ill,,1196.0,O'N\x82ill
9670,Domnall macMuirchertaig O'N\x82ill,,1241.0,O'N\x82ill
9671,Finnguala  O'N\x82ill,,,O'N\x82ill
9672,GodredofMan,,,Man
9673,Conchobar Bec macConchobaig O'N\x82ill,,1201.0,O'N\x82ill
9674,Donnchad Midi macDomnaill Midi O'N\x82ill,,,O'N\x82ill
9675,Domnall macDonnchada Midi O'N\x82ill,,,O'N\x82ill
9676,Diarmait macDonnchada Midi O'N\x82ill,,,O'N\x82ill
9677,M\xA0el Ruanaid macDonnchada Midi O'N\x82ill,,,O'N\x82ill
9678,Conchobar macDonnchado Midi O'N\x82ill,,,O'N\x82ill
9679,Muiredach macDomnaill O'N\x82ill,,,O'N\x82ill
9680,Niall macDiarmait O'N\x82ill,,,O'N\x82ill
9681,Cathal macConchobar O'N\x82ill,,,O'N\x82ill
9682,Eochac\xA0n (Aeduc\xA0n) macConchobar O'N\x82ill,,,O'N\x82ill
9683,Lorc\xA0n maCathail O'N\x82ill,,,O'N\x82ill
9684,Donnchad macEochac\xA0in O'N\x82ill,,,O'N\x82ill
9685,Conchobar leth-ri Midi O'N\x82ill,,,O'N\x82ill
9686,M\xA0el Sechnaill macM\xA0ele Ruanaid O'N\x82ill,,,O'N\x82ill
9687,Flann Sinna macM\xA0ele Sechnaill O'N\x82ill,,,O'N\x82ill
9688,Conchobar macFlann O'N\x82ill,,,O'N\x82ill
9689,M\xA0el Ruanaid macFlann O'N\x82ill,,,O'N\x82ill
9690,Domnall macFlann O'N\x82ill,,,O'N\x82ill
9691,Cerball macFlann O'N\x82ill,,,O'N\x82ill
9692,Donnchad Donn macFlann O'N\x82ill,,,O'N\x82ill
9693,Oengus rigdamna Temrach macFlann O'N\x82ill,,,O'N\x82ill
9694,Aed macFlann O'N\x82ill,,,O'N\x82ill
9695,Donnchad Finn macAedo O'N\x82ill,,,O'N\x82ill
9696,Conchobar macCerball O'N\x82ill,,,O'N\x82ill
9697,Aed macM\xA0el Ruanaid O'N\x82ill,,,O'N\x82ill
9698,M\xA0el Ruanaid macConchobaig O'N\x82ill,,,O'N\x82ill
9699,M\xA0el Sechnaill macM\xA0el Ruanaid O'N\x82ill,,,O'N\x82ill
9700,Flann macM\xA0el Sechnaill O'N\x82ill,,,O'N\x82ill
9701,Muirchertach macM\xA0el Sechnaill O'N\x82ill,,,O'N\x82ill
9702,R\xA2en macMuirchertaig O'N\x82ill,,1027.0,O'N\x82ill
9703,M\xA0el Ruanaid macR\xA2en O'N\x82ill,,1041.0,O'N\x82ill
9704,Loingsech 'sapiens' macFlann O'N\x82ill,,,O'N\x82ill
9705,Cin\xA0ed macDomnaill O'N\x82ill,,,O'N\x82ill
9706,Donnchad macDomnaill O'N\x82ill,,,O'N\x82ill
9707,M\xA0el Sechnaill macCin\xA0ed O'N\x82ill,,,O'N\x82ill
9708,M\xA0el Sechnaill Got macM\xA0el Sechnaill,,1025.0,Sechnaill
9709,Murchad macM\xA0el Sechnaill O'N\x82ill,,1033.0,O'N\x82ill
9710,Flann macM\xA0el Sechnaill O'N\x82ill,,1042.0,O'N\x82ill
9711,Fergal macOengus rigdama Temrach O'N\x82ill,,,O'N\x82ill
9712,Murchad macOengus rigdamna Temrach,,,Temrach
9713,Donnchad Carrach Calma macMurchada,,,macMurchada
9714,Oengus macDonnchada Carach Calma O'N\x82ill,,1017.0,O'N\x82ill
9715,Conchobar macOengus O'N\x82ill,,1023.0,O'N\x82ill
9716,Muirchertach macOengus O'N\x82ill,,1033.0,O'N\x82ill
9717,Conn macDonnchada Donn O'N\x82ill,,,O'N\x82ill
9718,Domnall macDonnchada Donn O'N\x82ill,,,O'N\x82ill
9719,Oengus macDonnchada Donn O'N\x82ill,,,O'N\x82ill
9720,Fergal Got macOengus O'N\x82ill,,,O'N\x82ill
9721,Carlus macConn O'N\x82ill,,,O'N\x82ill
9722,M\xA0el Sechnaill macDomnaill O'N\x82ill,,1022.0,O'N\x82ill
9723,Flann macM\xA0el Sechnaill O'N\x82ill,,1013.0,O'N\x82ill
9724,Congalach macM\xA0el Sechnaill O'N\x82ill,,1017.0,O'N\x82ill
9725,Domnall macM\xA0el Sechnaill O'N\x82ill,,1019.0,O'N\x82ill
9726,Conchobar macM\xA0el Sechnaill O'N\x82ill,,1030.0,O'N\x82ill
9727,Murchad Ruad macM\xA0el Sechnaill O'N\x82ill,,1049.0,O'N\x82ill
9728,Muirchertach macM\xA0el Sechnaill O'N\x82ill,,1049.0,O'N\x82ill
9729,Conchobar macDomnaill O'N\x82ill,,1073.0,O'N\x82ill
9730,Flann macDomnaill O'N\x82ill,,1037.0,O'N\x82ill
9731,M\xA0el Sechlainn B\xA0n macConchobar O'N\x82ill,,1087.0,O'N\x82ill
9732,Murchad macConchobar O'N\x82ill,,1077.0,O'N\x82ill
9733,Conchobar macM\xA0el Sechlainn B\xA0n O'N\x82ill,,1105.0,O'N\x82ill
9734,Domnall macFlann O'N\x82ill,,1094.0,O'N\x82ill
9735,Murchad macFlann O'N\x82ill,,1076.0,O'N\x82ill
9736,Donnchad macMurchada O'N\x82ill,,1106.0,O'N\x82ill
9737,M\xA0el Sechlainn macDonnchada O'N\x82ill,,1125.0,O'N\x82ill
9738,Muirchertach macDomnaill O'N\x82ill,,1143.0,O'N\x82ill
9739,Donnchad macDomnaill O'N\x82ill,,,O'N\x82ill
9740,Murchad macDomnaill O'N\x82ill,,1153.0,O'N\x82ill
9741,Diarmait macDomnaill O'N\x82ill,,1130.0,O'N\x82ill
9742,Conchobar macDomnaill O'N\x82ill,,1153.0,O'N\x82ill
9743,M\xA0el Sechlainn macDomnaill O'N\x82ill,,1115.0,O'N\x82ill
9744,M\xA0el Sechlainn macMuirchertaig O'N\x82ill,,1131.0,O'N\x82ill
9745,Donnchad macMuirchertaig O'N\x82ill,,,O'N\x82ill
9746,Conchobar macDonnchada O'N\x82ill,,1141.0,O'N\x82ill
9747,Domnall Bregach macM\xA0el Sechlain O'N\x82ill,,1173.0,O'N\x82ill
9748,Art macM\xA0el Sechlainn O'N\x82ill,,1184.0,O'N\x82ill
9749,Muirchertach macDomnaill Bregach O'N\x82ill,,1163.0,O'N\x82ill
9750,Domnall macMurchada O'N\x82ill,,1137.0,O'N\x82ill
9751,Conchobar macMurchada O'N\x82ill,,1133.0,O'N\x82ill
9752,M\xA0el Sechlainn macMurchada O'N\x82ill,,1155.0,O'N\x82ill
9753,Art macMurchada O'N\x82ill,,1141.0,O'N\x82ill
9754,Donnchad macMurchada O'N\x82ill,,,O'N\x82ill
9755,Derbforgaill (Dervorgilla) O'N\x82ill,1108.0,1193.0,O'N\x82ill
9756,Donnchad macDomnaill O'N\x82ill,,1160.0,O'N\x82ill
9757,Conchobar macDomnaill O'N\x82ill,,1153.0,O'N\x82ill
9758,Diarmait macDomnaill O'N\x82ill,,1155.0,O'N\x82ill
9759,M\xA0el Sechlainn macDiarmait,,1133.0,macDiarmait
9760,C\xB9  Chorb,,,Chorb
9761,Three  Generations,,,Generations
9762,Four  Generations,,,Generations
9763,Findchad  macGarrchon,,,macGarrchon
9764,Fr\xA2ech macFindchada O'Garrchon,,,O'Garrchon
9765,Maine  M\xA0l,,,M\xA0l
9766,Catha\xC6r  M\xA0r,,,M\xA0r
9767,Six  Generations,,,Generations
9768,Aed D\xC6bch\xC6ne macSenaig D\xC6big O'M\xA0il,,,O'M\xA0il
9769,R\xA2n\xA0n Crach macAedo D\xC6bch\xC6ne O'M\xA0il,,,O'M\xA0il
9770,Crimthann macAedo D\xC6bch\xC6ne O'M\xA0il,,,O'M\xA0il
9771,M\xA0el Tuile macR\xA2n\xA0in Crach O'M\xA0il,,,O'M\xA0il
9772,D\xC6cuil D\xA0na macR\xA2n\xA0in Crach O'M\xA0il,,,O'M\xA0il
9773,Gerthide macD\xC6cuil D\xA0na O'M\xA0il,,,O'M\xA0il
9774,Cellach Cualann macGerthide O'M\xA0il,,,O'M\xA0il
9775,Fiannamail macM\xA0el Tuile O'M\xA0il,,,O'M\xA0il
9776,D\xA0ire Barrach macCatha\xC6r M\xA0r,,,M\xA0r
9777,Fiachu Ba hAiccid macCatha\xC6r M\xA0r,,,M\xA0r
9778,Bressal Enechglass macCatha\xC6r M\xA0r,,,M\xA0r
9779,Muiredach Sn\xC6the macD\xA0ire Bairrche,,,Bairrche
9780,M\xA2enach macMuiredach Sn\xC6the O'Bairrche,,,O'Bairrche
9781,Bressal B\x82lach macFiachu Ba hAiccid,,,hAiccid
9782,\x90ndae Niae macBressal B\x82lach,,,B\x82lach
9783,Labraid L\xA0idech macBressal B\x82lach,,,B\x82lach
9784,\x90ndae Cennsalach macLabraid La\xC6dech,,,La\xC6dech
9785,Daig macLabraid L\xA0idech,,,L\xA0idech
9786,Erc Buadach macDego,,,macDego
9787,Nad Buidb macErc O'Dego,,,O'Dego
9788,Crimthann mac\x90ndae Chennselaig,,,Chennselaig
9789,Fedelmid mac\x90ndae Chennselaig,,,Chennselaig
9790,Three  Generations,,,Generations
9791,Brandub macEchach O'Chennselaig,,,O'Chennselaig
9792,Nath \xC6 macCrimthann O'Chennselaig,,,O'Chennselaig
9793,Cormac macNath \xC6 O'Chennselaig,,,O'Chennselaig
9794,E\xA2gan C\xA0ech macNath \xC6 O'Chennselaig,,,O'Chennselaig
9795,Seven  Generations,,,Generations
9796,Colm\xA0n macCormac O'Chennselaig,,,O'Chennselaig
9797,R\xA2n\xA0n macColm\xA0in O'Chennselaig,,,O'Chennselaig
9798,Crundm\xA0el macR\xA2n\xA0in O'Chennselaig,,,O'Chennselaig
9799,Three  Generations,,,Generations
9800,Aed macColgenn O'Chennselaig,,,O'Chennselaig
9801,D\xB9nlaing mac\x90ndae Niae,,,Niae
9802,Illann  macD\xB9nlainge,,,macD\xB9nlainge
9803,Ailill  macD\xB9nlainge,,,macD\xB9nlainge
9804,Cormac macAilill O'D\xB9nlainge,,,O'D\xB9nlainge
9805,Coirpre macCormac O'D\xB9nlainge,,,O'D\xB9nlainge
9806,Colm\xA0n M\xA0r macCoirpre O'D\xB9nlainge,,,O'D\xB9nlainge
9807,F\xA0el\xA0n macColm\xA0in M\xA0ir O'D\xB9nlainge,,,O'D\xB9nlainge
9808,Conall macF\xA0el\xA0n O'D\xB9nlainge,,,O'D\xB9nlainge
9809,Bran Mutt macConaill O'D\xB9nlainge,,,O'D\xB9nlainge
9810,Murchad macBran Mutt O'D\xB9nlainge,,,O'D\xB9nlainge
9811,D\xB9nchad macMurchada O'D\xB9nlainge,,,O'D\xB9nlainge
9812,F\xA0el\xA0n macMurchada O'D\xB9nlainge,,,O'D\xB9nlainge
9813,Bran Becc macMurchada O'D\xB9nlainge,,,O'D\xB9nlainge
9814,Muiredach macMurchada O'D\xB9nlainge,,,O'D\xB9nlainge
9815,Cellach  macD\xB9nchada,,,macD\xB9nchada
9816,Finsnechtae Cetharderc macCellach,,,macCellach
9817,F\xA0el\xA0n macFinsnechtae Cetharderc,,,Cetharderc
9818,Bran macF\xA0el\xA0n O'D\xB9nchada,,,O'D\xB9nchada
9819,Ruarc macBran O'D\xB9nchada,,,O'D\xB9nchada
9820,Muiredach macBran O'D\xB9nchada,,,O'D\xB9nchada
9821,F\xA0el\xA0n macMuiredach O'D\xB9nchada,,,O'D\xB9nchada
9822,Lorc\xA0n macF\xA0el\xA0n O'D\xB9nchada,,,O'D\xB9nchada
9823,Cellach macF\xA0el\xA0n O'D\xB9nchada,,,O'D\xB9nchada
9824,Domnall Cl\xA0en macLorc\xA0n O'D\xB9nchada,,,O'D\xB9nchada
9825,Donnchad macDomnaill Cl\xA0en O'D\xB9nchada,,1003.0,O'D\xB9nchada
9826,Ruaidr\xC6  macF\xA0el\xA0in,,,macF\xA0el\xA0in
9827,Muiredach macRuaidr\xC6 O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9828,Diarmait macRuaidr\xC6 O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9829,Muirec\xA0n macDiarmait O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9830,Domnall macMuirc\xA0n O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9831,M\xA0el M\xA2rda macMuirec\xA0n O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9832,Cerball macMuirec\xA0n O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9833,Bro\x82n macM\xA0el M\xA2rda O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9834,Finn macM\xA0el M\xA2rda O'F\xA0el\xA0in,,,O'F\xA0el\xA0in
9835,M\xA0el M\xA2rda macFinn O'F\xA0el\xA0im,,1014.0,O'F\xA0el\xA0im
9836,Bran macM\xA0el M\xA2rda O'F\xA0el\xA0im,,1052.0,O'F\xA0el\xA0im
9837,Bran Ardchenn macMuiredaig,,,macMuiredaig
9838,Cellach macBran Ardchenn O'Muiredaig,,,O'Muiredaig
9839,Muiredach macBran Ardchenn O'Muiredaig,,,O'Muiredaig
9840,Lorc\xA0n macCellach O'Muiredaig,,,O'Muiredaig
9841,D\xB9nkaing macTuathal O'Muiredaig,,,O'Muiredaig
9842,Tuathal macMuiredach O'Muiredaig,,,O'Muiredaig
9843,Ailill macD\xB9nlaing O'Muiredaig,,,O'Muiredaig
9844,Augaire macAilill O'Muiredaig,,,O'Muiredaig
9845,Tuathal macAugaire O'Muiredaig,,,O'Muiredaig
9846,D\xB9nlaing macTuathal O'Muiredaig,,1014.0,O'Muiredaig
9847,Augaire macTuathal O'Muiredaig,,,O'Muiredaig
9848,Donncuan macD\xB9nlaing O'Toole,,1016.0,O'Toole
9849,Augaire macD\xB9nlaing O'Toole,,1024.0,O'Toole
9850,Donnchad macD\xB9nlaing O'Toole,,1036.0,O'Toole
9851,Murchad macD\xB9nlaing O'Toole,,1042.0,O'Toole
9852,Aed M\x82ith macAedo O'N\x82ill,,1230.0,O'N\x82ill
9853,Niall Ruad macAedo O'N\x82ill,,1223.0,O'N\x82ill
9854,Domnall \xA2c macAedo M\x82ith O'N\x82ill,,1241.0,O'N\x82ill
9855,Aed Buide macDomnaill \xA2c O'N\x82ill,,1283.0,O'N\x82ill
9856,Niall C\xB9l\xA0nach macDomnaill O'N\x82ill,,1291.0,O'N\x82ill
9857,C\xB9 Ulad macAedo Buide O'N\x82ill,,,O'N\x82ill
9858,Brian macAedo Buide O'N\x82ill,,1295.0,O'N\x82ill
9859,\x90nri macBriain O'N\x82ill,,1347.0,O'N\x82ill
9860,Domhnall Donn macBriain O'N\x82ill,,,O'N\x82ill
9861,Brian macN\x82ill Ruad O'N\x82ill,,1260.0,O'N\x82ill
9862,Ruaidr\xC6 macN\x82ill Ruad O'N\x82ill,,,O'N\x82ill
9863,Conchobar macN\x82ill Ruad O'N\x82ill,,1261.0,O'N\x82ill
9864,Domnall macBriain O'N\x82ill,,1325.0,O'N\x82ill
9865,Niall macBriain O'N\x82ill,,1314.0,O'N\x82ill
9866,Seo\xA0n macDomnaill O'N\x82ill,,1318.0,O'N\x82ill
9867,Brian macDomnaill O'N\x82ill,,1319.0,O'N\x82ill
9868,C\xB9 Ulad macDomnaill O'N\x82ill,,1325.0,O'N\x82ill
9869,Aodh Reamhar macDomnaill O'N\x82ill,,1364.0,O'N\x82ill
9870,Ruaidhr\xC6 macDomnaill O'N\x82ill,,1365.0,O'N\x82ill
9871,Brian macAodh Reamhar O'N\x82ill,,1354.0,O'N\x82ill
9872,Niall M\xA2r macAodh Reamhar O'N\x82ill,,1398.0,O'N\x82ill
9873,Domhnall macAodh Reamhar O'N\x82ill,,,O'N\x82ill
9874,Niall \xA2g macN\x82ill M\xA2r O'N\x82ill,,1403.0,O'N\x82ill
9875,C\xB9 Uladh Ruadh macN\x82ill M\xA2r O'N\x82ill,,1400.0,O'N\x82ill
9876,\x90nri Aimhr\x82idh macN\x82ill M\xA2r O'N\x82ill,,1392.0,O'N\x82ill
9877,Domhnall mac\x90nri Aimhr\x82idh O'N\x82ill,,1432.0,O'N\x82ill
9878,Brian mac\x90nri Aimhr\x82idh O'N\x82ill,,1402.0,O'N\x82ill
9879,Aodh mac\x90nri Aimhr\x82idh O'N\x82ill,,,O'N\x82ill
9880,Brian \xA2g macBriain O'N\x82ill,,1449.0,O'N\x82ill
9881,Brian \xA2g macN\x82ill O'N\x82ill,,1403.0,O'N\x82ill
9882,E\xA2ghan macN\x82ill \xA2g O'N\x82ill,,1456.0,O'N\x82ill
9883,Domhnall macE\xA2ghan O'N\x82ill,,1432.0,O'N\x82ill
9884,Niall macE\xA2ghan O'N\x82ill,,1436.0,O'N\x82ill
9885,\x90nr\xC6 macE\xA2ghan O'N\x82ill,,1484.0,O'N\x82ill
9886,Art macE\xA2ghan O'N\x82ill,,1458.0,O'N\x82ill
9887,Feidhlimidh Baldh macE\xA2ghan O'N\x82ill,,1461.0,O'N\x82ill
9888,Muircheartach macE\xA2ghan O'N\x82ill,,1471.0,O'N\x82ill
9889,Sea\xA0n Buidhe of Kinard macE\xA2ghan O'N\x82ill,,1486.0,O'N\x82ill
9890,Aodh macE\xA2ghan O'N\x82ill,,1475.0,O'N\x82ill
9891,C\xB9 Uladh macAodh O'N\x82ill,,1494.0,O'N\x82ill
9892,Art macAodh O'N\x82ill,,1513.0,O'N\x82ill
9893,Niall mac\x90nri O'N\x82ill,,1450.0,O'N\x82ill
9894,Toirdhealbhach Ruadh mac\x90nri O'N\x82ill,,1467.0,O'N\x82ill
9895,Ruaidhr\xC6 Bacach mac\x90nri O'N\x82ill,,1470.0,O'N\x82ill
9896,Conn mac\x90nri O'N\x82ill,,1493.0,O'N\x82ill
9897,Domhnall Cl\xA0rach mac\x90nri O'N\x82ill,,1509.0,O'N\x82ill
9898,\x90nr\xC6 \xA2g mac\x90nri O'N\x82ill,,1498.0,O'N\x82ill
9899,Niall Bearnach mac\x90nri O'N\x82ill,,1497.0,O'N\x82ill
9900,Art mac\x90nri O'N\x82ill,,1502.0,O'N\x82ill
9901,Feidhlimidh mac\x90nri \xA2g O'N\x82ill,,1498.0,O'N\x82ill
9902,Art \xA2g macConn O'N\x82ill,,1519.0,O'N\x82ill
9903,Toirdhealbhach macConn O'N\x82ill,,1501.0,O'N\x82ill
9904,Conn Bacach macConn O'N\x82ill,,1559.0,O'N\x82ill
9905,Brian macConn O'N\x82ill,,1519.0,O'N\x82ill
9906,Aodh Balbh macConn O'N\x82ill,,1518.0,O'N\x82ill
9907,Sea\xA0n macConn O'N\x82ill,,1517.0,O'N\x82ill
9908,\x90nri macSea\xA0n O'N\x82ill,,1558.0,O'N\x82ill
9909,\x90nri \xA2g of Kinard mac\x90nri O'N\x82ill,,1608.0,O'N\x82ill
9910,Toirdhealbhach \xA2g mac\x90nri O'N\x82ill,,1608.0,O'N\x82ill
9911,Feidhlimidh Ruadh of Kinard O'N\x82ill,,1652.0,O'N\x82ill
9912,Niall Connallach macArt \xA2g O'N\x82ill,,1544.0,O'N\x82ill
9913,\x90nri Balbh macArt \xA2g O'N\x82ill,,1528.0,O'N\x82ill
9914,Art mac\x90nri Balbh O'N\x82ill,,1584.0,O'N\x82ill
9915,Niall macArt O'N\x82ill,,,O'N\x82ill
9916,Brian macN\x82ill Connallach O'N\x82ill,,1542.0,O'N\x82ill
9917,Conn macN\x82ill Connallach O'N\x82ill,,,O'N\x82ill
9918,Art \xA2g macN\x82ill Connallach O'N\x82ill,,1550.0,O'N\x82ill
9919,Toirdhealbhach Luineach macN\x82ill O'N\x82ill,,1595.0,O'N\x82ill
9920,Niall \xA2g macN\x82ill Connallach O'N\x82ill,,1562.0,O'N\x82ill
9921,Art \xA2g macToirdhealbhaig Luineach O'N\x82il,,1600.0,O'N\x82il
9922,\x90nri macToirdhealbhaig Luineach O'N\x82ill,,1578.0,O'N\x82ill
9923,Cormac macToirdhealbhach Luineach O'N\x82il,,,O'N\x82il
9924,Brian macToirdhealbhaig Luineach O'N\x82ill,,,O'N\x82ill
9925,Mary  FitzGerald,,,FitzGerald
9926,Sea\xA0n Donnghaileach macConn Bacach,,1567.0,Bacach
9927,Conn macConn Bacach O'N\x82ill,,1564.0,O'N\x82ill
9928,Feidhlimidh Caoch macConn O'N\x82ill,,1542.0,O'N\x82ill
9929,Feardorcha (Matthew) macConn Bacach,,1558.0,Bacach
9930,Brian macConn Bacach O'N\x82ill,,1542.0,O'N\x82ill
9931,Toirdhealbhach macConn O'N\x82ill,,1562.0,O'N\x82ill
9932,Conn macToirdhealbhaig O'N\x82ill,,,O'N\x82ill
9933,Niall macToirdhealbhaig O'N\x82ill,,,O'N\x82ill
9934,Niall \xA2g macN\x82ill O'N\x82ill,,1643.0,O'N\x82ill
9935,Toirdhealbhach Breasalach macFeidhlimidh,,1595.0,macFeidhlimidh
9936,Aodh na nGeimhleach macSea\xA0n O'N\x82ill,,1590.0,O'N\x82ill
9937,Art \xA2g macSea\xA0n Donnghaileach O'N\x82ill,,,O'N\x82ill
9938,Se\xA0n \xA2g macSea\xA0n Donnghaileach O'N\x82ill,,1581.0,O'N\x82ill
9939,\x90nri macSea\xA0n Donnghaileach O'N\x82ill,,1622.0,O'N\x82ill
9940,Brian Laighneach macSea\xA0n Donnghaileach,,1595.0,Donnghaileach
9941,Conn macSea\xA0n Donnghaileach O'N\x82ill,,1630.0,O'N\x82ill
9942,Art \xA2g macConn O'N\x82ill,,,O'N\x82ill
9943,Feidhlimidh mac\x90nri O'N\x82ill,,,O'N\x82ill
9944,Se\xA0n \xA2g macBriain Laighneach O'N\x82ill,,,O'N\x82ill
9945,Se\xA0n \xA2g macSe\xA0n \xA2g O'N\x82ill,,1643.0,O'N\x82ill
9946,Brian macFeardorcha O'N\x82ill,,1562.0,O'N\x82ill
9947,Aodh macFeardorcha O'N\x82ill,,1616.0,O'N\x82ill
9948,Cormac mac an Bhar\xB9in O'N\x82ill,,,O'N\x82ill
9949,Art mac an Bhar\xB9in O'N\x82ill,,1618.0,O'N\x82ill
9950,Brian macArt O'N\x82ill,,1608.0,O'N\x82ill
9951,Niall macArt O'N\x82ill,,1600.0,O'N\x82ill
9952,Conn Ruadh macArt O'N\x82ill,,,O'N\x82ill
9953,Art \xA2g macArt O'N\x82ill,,,O'N\x82ill
9954,E\xA2ghan Ruadh macArt O'N\x82ill,,1649.0,O'N\x82ill
9955,\x90nr\xC6 Ruadh mac\x90oghan Ruadh O'N\x82ill,,1651.0,O'N\x82ill
9956,Aodh mac\x90nr\xC6 Ruadh O'N\x82ill,,,O'N\x82ill
9957,Aodh Dubh macArt \xA2g O'N\x82ill,,,O'N\x82ill
9958,Brian Ruadh macConn Ruadh O'N\x82ill,,1646.0,O'N\x82ill
9959,Conn macCormac O'N\x82ill,,,O'N\x82ill
9960,Art \xA2g macCormac O'N\x82ill,,1607.0,O'N\x82ill
9961,Brian Crossach macCormac O'N\x82ill,,,O'N\x82ill
9962,Aodh Ruadh macAodh O'N\x82ill,,1609.0,O'N\x82ill
9963,\x90nri macAodh O'N\x82ill,,1611.0,O'N\x82ill
9964,Se\xA0n macAodh O'N\x82ill,,1641.0,O'N\x82ill
9965,Conn macAodh O'N\x82ill,,1622.0,O'N\x82ill
9966,Brian macAodh O'N\x82ill,,1617.0,O'N\x82ill
9967,Conn macAodh O'N\x82ill,,1601.0,O'N\x82ill
9968,Feardorcha macConn O'N\x82ill,,1607.0,O'N\x82ill
9969,Aodh macSe\xA0n O'N\x82ill,,1660.0,O'N\x82ill
9970,Brian mac\x90nri O'N\x82ill,,1369.0,O'N\x82ill
9971,Muircheartach Ceannfhada mac\x90nri O'N\x82ill,,1395.0,O'N\x82ill
9972,Aodh macBriain O'N\x82ill,,,O'N\x82ill
9973,Brian Ballach macMuircheartaig O'N\x82ill,,1395.0,O'N\x82ill
9974,Muircheartach \xA2g macMuircheartaig O'N\x82il,,,O'N\x82il
9975,Aodh Buidhe macBriain Ballach O'N\x82ill,,1444.0,O'N\x82ill
9976,Muircheartach Ruadh macBriain Ballach,,1468.0,Ballach
9977,Niall Gallda macBriain Ballach O'N\x82ill,,,O'N\x82ill
9978,\x90nr\xC6 Caoch macBriain Ballach O'N\x82ill,,1463.0,O'N\x82ill
9979,Brian macN\x82ill O'N\x82ill,,1493.0,O'N\x82ill
9980,Feidhlimidh macMuircheartaig Ruadh,,1496.0,Ruadh
9981,Conn macAodh Buidhe O'N\x82ill,,1482.0,O'N\x82ill
9982,Aodh \xA2g macAodh Buidhe O'N\x82ill,,1485.0,O'N\x82ill
9983,Brian macAodh Buidhe O'N\x82ill,,1488.0,O'N\x82ill
9984,Niall M\xA2r macConn O'N\x82ill,,1512.0,O'N\x82ill
9985,E\xA2ghan macConn O'N\x82ill,,1509.0,O'N\x82ill
9986,Art macConn O'N\x82ill,,,O'N\x82ill
9987,Aodh macConn O'N\x82ill,,,O'N\x82ill
