id,name,year_birth,year_death,family,title
40229,Sophia Pocock,,1811.0,Pocock,
40230,Charles Pocock,,,Pocock,Adm. Sir
40231,John Poulett,1783.0,1864.0,Poulett,Earl Poulett 5th
40232,George Poulett,1786.0,1854.0,Poulett,Vice-Adm.
40233,William Poulett,1789.0,1805.0,Poulett,
40234,Vere Poulett,1791.0,1812.0,Poulett,Ensign
40235,Frederick Charles Poulett,1798.0,1808.0,Poulett,
40236,Sophia Poulett,1785.0,1859.0,Poulett,
40237,Mary Poulett,1788.0,1860.0,Poulett,
40238,Charles Henry Somerset,1767.0,1831.0,Somerset,Lord
40239,Margaret Burges,,1838.0,Burges,
40240,Ynyr Burges,,,Burges,
40241,John Smith Burges,,,Burges,Bt.
40242,Charlotte Fanny Portman,,1877.0,Portman,
40243,Anne Gifford,,,Gifford,
40244,Henry Gifford,,,Gifford,Sir
40245,Thomas Neville,,,Neville,
40246,John Portman,,1624.0,Portman,Bt. 3rd
40247,Hugh Portman,,1632.0,Portman,Bt. 4th
40248,William Portman,,1645.0,Portman,Bt. 5th MP
40249,Joan Portman,,,Portman,
40250,Elizabeth Portman,,,Portman,
40251,Elizabeth Colles,,,Colles,
40252,John Colles,,,Colles,
40253,Elizabeth Wyndham,,,Wyndham,
40254,Humphrey Whyndham,,,Whyndham,
40255,William Portman,,1690.0,Portman,Bt. 6th
40256,Elizabeth Cutler,,,Cutler,
40257,John Cutler,,,Cutler,Bt.
40258,Elizabeth Southcote,,,Southcote,
40259,Thomas Southcote,,,Southcote,Sir
40260,Mary Holman,,,Holman,
40261,John Holman,,,Holman,Sir
40262,George Speke,,,Speke,
40263,Philippa Speke,,,Speke,
40264,Edward Berkeley,,1669.0,Berkeley,
40265,Edward Berkeley,,1654.0,Berkeley,Sir
40266,Margaret Holland,,,Holland,
40267,John Holland,,,Holland,
40268,Henry Berkeley,,,Berkeley,
40269,Edward Berkeley,,1707.0,Berkeley,
40270,Elizabeth Ryves,,1724.0,Ryves,
40271,John Ryves,,,Ryves,
40272,Edward Berkeley,,,Berkeley,
40273,Maurice Berkeley,,1717.0,Berkeley,
40274,Henry William Berkeley-Portman,,1761.0,Berkeley-Portman,
40275,Anne Fitch,,,Fitch,
40276,William Fitch,,,Fitch,
40277,Henry William Portman,,,Portman,
40278,Anne Wyndham,,,Wyndham,
40279,William Wyndham,,,Wyndham,
40280,Henry Berkeley Portman,,1804.0,Portman,
40281,Edward Berkeley Portman,1771.0,1823.0,Portman,
40282,Lucy Elizabeth Dormer,,,Dormer,
40283,Charles Dormer,1725.0,1804.0,Dormer,Baron Dormer 8th
40284,Mary Talbot,,1753.0,Talbot,
40285,Charles Dormer,1753.0,1819.0,Dormer,Baron Dormer 9th
40286,Elizabeth Hamilton,,1797.0,Hamilton,
40287,Samuel Hamilton,,,Hamilton,
40288,John Mordaunt,,,Mordaunt,Gen.
40289,John Evelyn PierrepontDormer,1771.0,1826.0,PierrepontDormer,Baron Dormer 10th
40290,John Rolle Poulett,1821.0,1843.0,Poulett,Viscount Hinton
40291,Vere Poulett,1822.0,1857.0,Poulett,Viscount Hinton
40292,Amias Lucien Poulett,1835.0,1857.0,Poulett,Capt.
40293,Catherine Sophia Dallas,,1831.0,Dallas,
40294,George Dallas,,,Dallas,Bt. 1st
40295,George Poulett,1821.0,1850.0,Poulett,Capt.
40296,Henry Vane AshtonPoulett,1824.0,1846.0,AshtonPoulett,
40297,William Henry Poulett,1827.0,1899.0,Poulett,Earl Poulett 6th
40298,Elizabeth Lavinia Newman,,1871.0,Newman,
40299,Joseph Newman,,,Newman,
40300,Emma Sophia Johnson,,1876.0,Johnson,
40301,Rosa de Melville,,1915.0,Melville,
40302,Alfred Hugh de Melville,,,Melville,
40303,William John LydstonPoulett,1883.0,1918.0,LydstonPoulett,Earl Poulett 7th
40304,Sylvia Lilian Storey,,1947.0,Storey,
40305,Fred Storey,,,Storey,
40306,George Amias FitzwarrinePoulett,1909.0,,FitzwarrinePoulett,Earl Poulett 8th
40307,Bridgett Elizabeth Felicia H APoulett,,,APoulett,
40308,Oriel Ross Swinstead,,,Swinstead,
40309,John Howard Swinstead,,,Swinstead,
40310,Olga Lorraine Lawrence,,1961.0,Lawrence,
40311,Waklin Lawrence,,,Lawrence,
40312,Margaret Christine Ball,,,Ball,
40313,Henri de Bernadotte,1711.0,1780.0,Bernadotte,
40314,Jeanne de Saint-Jean,1728.0,1809.0,Saint-Jean,
40315,David Lindsey,1440.0,1495.0,Lindsey,Earl of Crawford 5th
40316,Alexander Lindsey,,1517.0,Lindsey,Earl of Crawford 7th
40317,Elizabeth Hamilton,,,Hamilton,
40318,James Hamilton,,,Hamilton,Lord Hamilton
40319,Margaret Carmichael,,1534.0,Carmichael,
40320,Margaret of ArdinglassCampbell,,,ArdinglassCampbell,
40321,Isobel Lindsey,,,Lindsey,
40322,David Lindsey,,1542.0,Lindsey,Earl of Crawford 8th
40323,Mariana (Elizabeth) Hay,,,Hay,
40324,Alexander Lindsey,,1541.0,Lindsey,
40325,Jean Sinclair,,,Sinclair,
40326,David Lindsey,,,Lindsey,Earl of Crawford 10th
40327,Henry Sinclair,,,Sinclair,Lord Sinclair 3rd
40328,Katherine Stirling,,,Stirling,
40329,Isobel (Margaret) Lundy,,1549.0,Lundy,
40330,Isabel Lindsey,,,Lindsey,
40331,Walter Lindsay,,1476.0,Lindsay,Lord of Beafort & Edzell
40332,William Lindsay,,,Lindsay,
40333,John Lindsay,,,Lindsay,Sir
40334,James Lindsay,,,Lindsay,
40335,Isabel Livingstone,,,Livingstone,
40336,David Lindsay,,,Lindsay,Sir
40337,Katherine Fotheringham,,,Fotheringham,
40338,Thomas Fotheringham,,,Fotheringham,
40339,Elizabeth Spens,,,Spens,
40340,John Anstruther,,,Anstruther,
40341,Walter Lindsay,,1513.0,Lindsay,
40342,Alexander Lindsay,,,Lindsay,
40343,Janet Gray,,,Gray,
40344,Andrew Gray,,,Gray,Lord Gray 3rd
40345,Helen Lindsay,,,Lindsay,
40346,David Lindsay,,,Lindsay,
40347,Alexander Lindsay,,,Lindsay,
40348,David Lindsey,,1607.0,Lindsey,Earl of Crawford 11th
40349,Henry Lindsey,,1622.0,Lindsey,Earl of Crawford 13th
40350,John Lindsey,,1609.0,Lindsey,
40351,John Lindsay,,1590.0,Lindsay,Lord Menmuir
40352,Walter Lindsay,,,Lindsay,Sir
40353,Elizabeth Lindsay,,,Lindsay,
40354,Margaret Lindsay,,,Lindsay,
40355,Marion Guthrie,,,Guthrie,
40356,Alexander Guthrie,,,Guthrie,
40357,David Borthwick,,,Borthwick,
40358,Jane Lauder,,,Lauder,
40359,James Forrester,,,Forrester,Sir
40360,John Campbell,,1591.0,Campbell,
40361,David Lindsay,,1641.0,Lindsay,Lord Lindsay Balcarres 1
40362,Katherine Lindsay,,,Lindsay,
40363,Helen Chisholm,,,Chisholm,
40364,John Lindsey,,,Lindsey,Sir
40365,George Lindsey,,1633.0,Lindsey,Earl of Crawford 14th
40366,Elizabeth Shaw,,,Shaw,
40367,James Shaw,,,Shaw,Sir
40368,Alexander Lindsey,,1639.0,Lindsey,Earl of Crawford 15th
40369,Ludovic Lindsey,,1652.0,Lindsey,Earl of Crawford 16th
40370,Elizabeth Sinclair,,,Sinclair,
40371,Margaret Lindsey,,1655.0,Lindsey,
40372,Sophie Seyton,,,Seyton,Lady
40373,Alexander Seyton,,,Seyton,Earl of Dunfermline
40374,Alexander Lindsay,1618.0,1659.0,Lindsay,Earl of Balcarres 1st
40375,Anna Mackenzie,,1707.0,Mackenzie,Lady
40376,Colin Mackenzie,,,Mackenzie,Earl of Seaforth 1st
40377,Charles Lindsay,,1662.0,Lindsay,Earl of Balcarres 2nd
40378,Colin Lindsay,1652.0,1721.0,Lindsay,Earl of Balcarres 3rd
40379,Henrietta Lindsay,,,Lindsay,
40380,Anne Lindsay,,,Lindsay,Nun
40381,Sophia Lindsay,,,Lindsay,
40382,Maurita de Nassau,,,Nassau,Lady
40383,Jean Carnegie,,,Carnegie,
40384,John Carnegie,1579.0,1667.0,Carnegie,Earl of Northesk 1st
40385,Magdalen Halyburton,,1649.0,Halyburton,
40386,James Halyburton,,1620.0,Halyburton,Sir
40387,John Erskine,,,Erskine,
40388,Anne Lindsay,,1742.0,Lindsay,
40389,William Ker,,1600.0,Ker,
40390,Anne Hope,,,Hope,
40391,Colin Lindsay,,,Lindsay,
40392,Margaret Lindsay,,,Lindsay,
40393,Margaret Campbell,,,Campbell,
40394,James Campbell,,1684.0,Campbell,Earl of Loudoun 2nd
40395,Alexander Lindsay,,1736.0,Lindsay,Earl of Balcarres 4th
40396,Eleanor Lindsay,,,Lindsay,
40397,Elizabeth Scott,,1768.0,Scott,
40398,David Scott,,,Scott,
40399,Robert Lindsay,1754.0,1836.0,Lindsay,
40400,Charles Dalrymple Lindsay,1760.0,1846.0,Lindsay,Bishop of Kildare
40401,John Lindsay,1762.0,1826.0,Lindsay,Col.
40402,Anne Lindsay,,1825.0,Lindsay,Author
40403,Margaret Janet Lindsay,,1814.0,Lindsay,
40404,Elizabeth Scot Lindsay,,1858.0,Lindsay,
40405,Charles Robert Lindsay,1784.0,1835.0,Lindsay,Customs Collector
40406,Elizabeth Keith Lindsay,,1825.0,Lindsay,
40407,Anne Lindsay,,1846.0,Lindsay,
40408,Margaret Lindsay,,1909.0,Lindsay,
40409,Sarah Elizabeth Savile,1813.0,1890.0,Savile,Lady
40410,John Savile,1783.0,1860.0,Savile,Earl of Mexborough 3rd
40411,James Ludovic Lindsay,1847.0,1913.0,Lindsay,Earl of Crawford 26th
40412,Alice Frances Lindsay,,1915.0,Lindsay,
40413,Margaret Elizabeth Lindsay,,1912.0,Lindsay,
40414,Mary Susan F\x82licieLindsay,,1937.0,F\x82licieLindsay,
40415,Anne Catherine SybilLindsay,,1936.0,SybilLindsay,
40416,Jane Evelyn Lindsay,1862.0,1948.0,Lindsay,
40417,Emily Florence Bootle-Wilbraham,,1934.0,Bootle-Wilbraham,
40418,Edward Bootle-Wilbraham,,,Bootle-Wilbraham,Hon.
40419,son Bootle-Wilbraham,,,Bootle-Wilbraham,
40420,Walter Patrick Lindsay,1873.0,1936.0,Lindsay,Civil Engineer
40421,Robert Hamilton Lindsay,1874.0,1911.0,Lindsay,Major
40422,Edward Reginald Lindsay,1876.0,1951.0,Lindsay,Rev.
40423,Ronald Charles Lindsay,1877.0,1945.0,Lindsay,Diplomat Rt. Hon Sir
40424,Lionel Lindsay,1879.0,,Lindsay,
40425,Evelyn Margaret Lindsay,1870.0,1944.0,Lindsay,
40426,Margaret Cynthia Lindsay,1902.0,,Lindsay,
40427,Cynthia Anne Lindsay,1904.0,,Lindsay,
40428,Elizabeth Patricia Lindsay,1908.0,1937.0,Lindsay,
40429,Katherine Constance Lindsay,1912.0,,Lindsay,
40430,Barbara Lindsay,1915.0,,Lindsay,
40431,Amabel Mary MaudYorke,1935.0,,MaudYorke,
40432,Alexander Ludovic Lindsay,1957.0,,Lindsay,
40433,Laura Mary Lindsay,1956.0,,Lindsay,
40434,Philip Grantham Yorke,1906.0,1974.0,Yorke,Earl of Hardwicke 9th
40435,Sarah Katherine Lindley,,,Lindley,
40436,Francis Oswald Lindley,,,Lindley,Rt. Hon. Sir
40437,Anthony Robert Lindsay,1958.0,,Lindsay,Lord Balniel
40438,Alexander Walter Lindsay,1961.0,,Lindsay,Hon.
40439,James Richard Lindsay,1961.0,,Lindsay,
40440,Valentine Lindsay,1962.0,,Lindsay,
40441,Sarah Virginia Cure,,,Cure,
40442,George Nigel CapelCure,,,CapelCure,JP
40443,Ivan James Lindsay,1962.0,,Lindsay,
40444,Constantine David Lindsay,1966.0,,Lindsay,
40445,Jason Richard Lindsay,1968.0,,Lindsay,
40446,Alexandra Mary Lindsay,1964.0,,Lindsay,
40447,Sophia Victoria Lindsay,1971.0,,Lindsay,
40448,Nicholas Hay,,1470.0,Hay,Earl of Erroll 2nd
40449,Thomas Hay,,1513.0,Hay,
40450,Margaret Logie,,,Logie,
40451,Lyon Logie,,,Logie,
40452,Christian Lyon,,,Lyon,
40453,Margaret Ker,,,Ker,
40454,James Sandlilands,,,Sandlilands,Sir
40455,William Hay,1495.0,1522.0,Hay,Earl of Erroll 5th
40456,William Ruthven,,1528.0,Ruthven,Lord Ruthven 1st
40457,Isabel Levington,,,Levington,
40458,Elizabeth Ruthven,,1528.0,Ruthven,
40459,Ninian Ross,,,Ross,Lord Ross 2nd
40460,Margaret Robertson,,,Robertson,
40461,Alexander Robertson,,,Robertson,
40462,Helen Bryson,,,Bryson,
40463,Walter Bryson,,,Bryson,
40464,John Hay,,1579.0,Hay,Captain
40465,Laurence Hay,,,Hay,
40466,George Hay,,,Hay,
40467,Elizabeth Hay,,,Hay,
40468,Beatrix Hay,,,Hay,
40469,William Harry Hay,1823.0,1891.0,Hay,Earl of Erroll 19th
40470,Alice Mary EmilyHay,,1881.0,EmilyHay,
40471,Charles Allen,,1880.0,Allen,
40472,Charles Edward Allen,,,Allen,
40473,Eliza Amelia Gore,,1916.0,Gore,
40474,Anne Knight,,1778.0,Knight,
40475,Boleyn Knight,,,Knight,Rev.
40476,Saunders Gore,1783.0,1813.0,Gore,
40477,John Gore,,1814.0,Gore,
40478,Charles Stephen Gore,1793.0,1869.0,Gore,Col. Sir
40479,Sarah Rachel Fraser,,1880.0,Fraser,
40480,James Fraser,,,Fraser,
40481,James Arthur CharlesGore,1826.0,1901.0,CharlesGore,Major
40482,Charles Clitherow Gore,1839.0,1926.0,Gore,Col.
40483,Frederick Augustus Gore,1844.0,1930.0,Gore,Lt.Col.
40484,Adelaide Rachel Gore,,1893.0,Gore,
40485,Anne Jane Gore,,1827.0,Gore,
40486,Elizabeth Araminta Gore,,,Gore,
40487,Catherine Charlotte Gore,,1852.0,Gore,
40488,Jane Gore,,1831.0,Gore,
40489,Cecil Hamilton,,,Hamilton,
40490,James Hamilton,1712.0,1789.0,Hamilton,Earl of Abercorn 8th
40491,John Hamilton,,1755.0,Hamilton,Capt.
40492,Harriet Craggs,,1769.0,Craggs,
40493,Anne Hamilton,,1764.0,Hamilton,
40494,Richard Eliot,,,Eliot,MP
40495,James Craggs,,,Craggs,Rt.Hon.
40496,Henry Hatton,,,Hatton,
40497,George Gore,1774.0,1844.0,Gore,Very Rev Dean of Killala
40498,Maria Louisa Gore,,1827.0,Gore,
40499,Eleanor Gore,,1812.0,Gore,
40500,Edward Gore,1797.0,1879.0,Gore,Capt.
40501,Isabella Gore,,1838.0,Gore,
40502,Julia Gore,1800.0,1891.0,Gore,
40503,Charles Gore Hay,1850.0,1850.0,Hay,Lord Kilmarnock
40504,Charles Gore Hay,1852.0,1927.0,Hay,Earl of Erroll 20th
40505,Arthur Hay,1855.0,1932.0,Hay,Major
40506,Francis Hay,1864.0,1898.0,Hay,
40507,Florence Hay,,1859.0,Hay,
40508,Cecilia Leila Hay,1860.0,1935.0,Hay,
40509,Florence Agnes AdelaideHay,1872.0,1935.0,AdelaideHay,
40510,Mary Caroline L'Estrange,,1934.0,L'Estrange,
40511,Edmund L'Estrange,,1866.0,L'Estrange,
40512,Victor Alexander SereldHay,1876.0,1928.0,SereldHay,Earl of Erroll 21st
40513,Sereld Mordaunt Alan JosslynHay,1877.0,1939.0,JosslynHay,Cmdr.
40514,Ivan Josslyn LumleyHay,1884.0,1936.0,LumleyHay,Capt.
40515,Mary Lucy VictoriaMackenzie,,1957.0,VictoriaMackenzie,
40516,Allan Russell Mackenzie,,,Mackenzie,Bt. 2nd
40517,Josslyn Victor Hay,1901.0,1941.0,Hay,Earl of Erroll 22nd
40518,Gilbert Allan RowlandHay,1903.0,,RowlandHay,Baron Kilmarnock
40519,Rosemary Constance FerelithHay,1904.0,1944.0,FerelithHay,
40520,George John FrederickSackville-West,1814.0,1850.0,FrederickSackville-West,Viscount Cantelupe
40521,Charles Richard Sackville-West,1815.0,1873.0,Sackville-West,Earl De La Warr 6th
40522,Reginald Windsor Sackville,1817.0,1896.0,Sackville,Earl De La Warr 7th
40523,Mortimer Sackville-West,,,Sackville-West,Baron Sackville 1st
40524,Lionel Sackville,,,Sackville,Baron Sackville 2nd
40525,William Edward Sackville-West,1830.0,1905.0,Sackville-West,
40526,Arabella Diana Sackville-West,,1869.0,Sackville-West,
40527,Constant Mary ElizabethLamington,,1929.0,ElizabethLamington,
40528,Paul Williams Wyatt,,1935.0,Wyatt,Rev.
40529,Lionel Charles CranfieldSackville,1868.0,1890.0,CranfieldSackville,Viscount Cantelupe
40530,Gilbert George ReginaldSackville,1869.0,1915.0,ReginaldSackville,Earl De La Warr 8th
40531,Edeline Sackville,1870.0,1940.0,Sackville,
40532,Leonore Mary Sackville,,1939.0,Sackville,
40533,Margaret Sackville,,,Sackville,
40534,Muriel Agnes Brassey,,1930.0,Brassey,
40535,Thomas Brassey,1836.0,1918.0,Brassey,Earl Brassey 1st
40536,Anna Allnutt,,1887.0,Allnutt,
40537,John Allnutt,,,Allnutt,
40538,Thomas Allnutt Brassey,1863.0,1919.0,Brassey,Earl Brassey 2nd
40539,Mabel Annie Brassey,,,Brassey,
40540,Constance Alberta Brassey,,1873.0,Brassey,
40541,Marie Adelaide Brassey,,,Brassey,
40542,Sybil de VereCapell,,,VereCapell,
40543,Helen de VereBrassey,1892.0,,VereBrassey,
40544,Herbrand E Dundonald BrasseySackville,1900.0,1976.0,BrasseySackville,Earl De La Warr 9th
40545,Myra Idina Sackville,1893.0,1955.0,Sackville,Lady
40546,Avice Ela MurielSackville,1897.0,,MurielSackville,
40547,Hilda Mary ClaveringTredcroft,,,ClaveringTredcroft,
40548,John William Dennis,,1949.0,Dennis,
40549,William Dennis,,,Dennis,
40550,Diana Denyse Hay,1926.0,1978.0,Hay,Countess of Erroll 23rd
40551,Edith Mildred Mary AgnesMaude,,1939.0,AgnesMaude,
40552,Richard Watson Maude,,,Maude,
40553,_____ Ramsay-Hill,,,Ramsay-Hill,
40554,Iain Kay Moncreiffe,,1985.0,Moncreiffe,Bt. 11th
40555,Merlin Sereld Victor GilbertHay,1948.0,,GilbertHay,Earl of Erroll 24th
40556,Peregrine David Euan MalcolmMoncreiffe,1951.0,,MalcolmMoncreiffe,
40557,Alexandra Victoria Caroline AnneHay,1955.0,,AnneHay,
40558,Raymond Alexander Carnegie,,,Carnegie,Major
40559,Jocelyn Jacek Alexander BCarnegie,1966.0,,BCarnegie,Hon.
40560,Mary Hay,,,Hay,
40561,George Hay,1767.0,1798.0,Hay,Earl of Erroll 16th
40562,Augusta Hay,1766.0,1822.0,Hay,
40563,Elizabeth Jemima Blake,,1831.0,Blake,
40564,Joseph Blake,1739.0,1806.0,Blake,
40565,John Hookham Frere,,,Frere,Rt. Hon.
40566,John Kennedy,,1668.0,Kennedy,Earl of Cassillis 6th
40567,Anne Hay,,,Hay,
40568,Jean (Christian) Hay,,1668.0,Hay,
40569,Elizabeth Hay,,,Hay,
40570,Sophia Hay,,,Hay,
40571,Margaret Hay,,,Hay,
40572,Gilbert Hay,,1674.0,Hay,Earl of Erroll 11th
40573,Katherine Carnegie,,1693.0,Carnegie,
40574,James Carnegie,,1669.0,Carnegie,Earl of Southesk 2nd
40575,William Hay,,,Hay,
40576,Patrick Hay,,,Hay,
40577,Andrew Hay,,1672.0,Hay,Sir
40578,Margaret Kinnaird,,,Kinnaird,
40579,_____ Kinnaird,,,Kinnaird,
40580,George Kinnaird,,,Kinnaird,Lord Kinnaird 1st
40581,John Hay,,1704.0,Hay,Earl of Erroll 12th
40582,Anne Drummond,,,Drummond,
40583,Charles Hay,,1717.0,Hay,Earl of Erroll 13th
40584,Mary Hay,,1758.0,Hay,Countess of Erroll 13th
40585,Alexander Falconer-Hay,,1745.0,Falconer-Hay,
40586,David Falconer,,,Falconer,Sir
40587,David Falconer,1681.0,1751.0,Falconer,Lord Falconer 5th
40588,Margaret Hay,,,Hay,
40589,James Livingston,,1723.0,Livingston,Earl of Linlithgow 5th
40590,James Livingston,,1715.0,Livingston,Lord Livingston
40591,Anne Livingston,,1747.0,Livingston,Lady
40592,William Boyd,,1746.0,Boyd,Earl of Kilmarnock 4th
40593,Daniel Ducruet,,,Ducruet,
40594,Louis Ducruet,1992.0,,Ducruet,
40595,Pauline Grace Ducruet,1994.0,,Ducruet,
40596,Andrea Albetr PierreCasiraghi,1984.0,,PierreCasiraghi,
40597,Charlotte Marie PomelineCasiraghi,1986.0,,PomelineCasiraghi,
40598,Pierre Ranier StefanoCasiraghi,1987.0,,StefanoCasiraghi,
40599,Camille Marie KellyGrimaldi,1998.0,,KellyGrimaldi,
40600,Christina Oxenberg,,,Oxenberg,Novelist
40601,Neil Balfour,1944.0,,Balfour,
40602,Manuel Ulloa,1922.0,,Ulloa,Senator
40603,India Oxenberg,1991.0,,Oxenberg,
40604,Robert Evans,,,Evans,
40605,Casper Van Dien,,,Dien,Actor
40606,Warstead,,,Warstead,
40607,William Spencer,,,Spencer,
40608,John Spencer,,,Spencer,
40609,Alice Deverell,,,Deverell,
40610,Giles Deverell,,,Deverell,
40611,Nicholas Spencer,,,Spencer,
40612,Joan Pollard,,,Pollard,
40613,Richard Pollard,,,Pollard,
40614,Thomas Spencer,,,Spencer,
40615,William Spencer,,,Spencer,
40616,Margaret Cleare,,,Cleare,
40617,Gilbert Cleare,,,Cleare,
40618,Henry Spencer,,1476.0,Spencer,
40619,Isabel Lincoln,,,Lincoln,
40620,Henry Lincoln,,,Lincoln,
40621,Thomas Spencer,,,Spencer,
40622,William Spencer,,,Spencer,
40623,Nicholas Spencer,,,Spencer,
40624,Elizabeth Empon,,,Empon,
40625,Peter Empon,,,Empon,
40626,Anne Empon,,,Empon,
40627,John Spencer,,1497.0,Spencer,
40628,Thomas Spencer,,,Spencer,
40629,Margaret Smith,,,Smith,
40630,Jane Graunt,,,Graunt,
40631,Walter Graunt,,,Graunt,
40632,Thomas Spencer,,,Spencer,
40633,Richard Knightley,,,Knightley,Sir
40634,Richard Knightley,,1537.0,Knightley,
40635,Anthony Spencer,,,Spencer,
40636,Nicholas Strelly,,,Strelly,Sir
40637,Richard Catesby,,,Catesby,Sir
40638,Thomas Bales,,1586.0,Bales,
40639,John Goodwin,,,Goodwin,Sir
40640,Thomas Spencer,,1576.0,Spencer,
40641,Richard Brydges,,,Brydges,Sir
40642,John Cotton,,,Cotton,
40643,William Spencer,,1609.0,Spencer,Sir
40644,Richard Spencer,,,Spencer,Sir
40645,Richard Catlyn,,,Catlyn,Sir
40646,Mary Cheke,,,Cheke,
40647,Henry Cheke,,,Cheke,
40648,Margaret Bowyer,,1608.0,Bowyer,
40649,Francis Bowyer,,,Bowyer,
40650,Helen Brocket,,,Brocket,
40651,John Brocket,,,Brocket,Sir
40652,George Hunson,,1603.0,Hunson,Baron Hunson 2nd
40653,William Moteagle,,1581.0,Moteagle,Baron Moteagle 3rd
40654,John Goodwin,,1608.0,Goodwin,Sir
40655,Robert Dorset,,,Dorset,Earl of Dorset 2nd
40656,Thomas Brackey,1540.0,1617.0,Brackey,Viscount Brackey 1st
40657,Francis Willoughby,,,Willoughby,
40658,Richard Spencer,,1661.0,Spencer,Sir
40659,Edward Spencer,,1666.0,Spencer,Sir
40660,Mary Sandys,,1675.0,Sandys,
40661,Edwin Sandys,,,Sandys,Sir
40662,Mary Goldsmith,,1661.0,Goldsmith,
40663,John Goldsmith,,,Goldsmith,
40664,George Fane,,1640.0,Fane,Sir
40665,Robert Townsend,,,Townsend,Sir
40666,Thomas Spencer,,,Spencer,Sir
40667,George Halifax,1633.0,1695.0,Halifax,Viscount Halifax
40668,Charlotte Spencer,1765.0,1766.0,Spencer,
40669,Louisa Spencer,1769.0,1769.0,Spencer,
40670,William Lyttelton,1782.0,1837.0,Lyttelton,Baron Lyttelton 3rd
40671,Richard Spencer,1789.0,1791.0,Spencer,
40672,Harriet Spencer,1793.0,1793.0,Spencer,
40673,Gerald Weiler,,,Weiler,
40674,Kathleen Elizabeth Henderson,,1968.0,Henderson,
40675,J J Henderson,,,Henderson,
40676,Margaret Lundin,,,Lundin,
40677,John Lundin,,,Lundin,
40678,Margaret Leslie,,,Leslie,
40679,Andrew Leslie,,1486.0,Leslie,Master of Rothes
40680,Elizabeth (Marjory) Sinclair,,1508.0,Sinclair,
40681,John Leslie,,1481.0,Leslie,
40682,George Leslie,,1513.0,Leslie,Earl of Rothes 2nd
40683,William Leslie,,1513.0,Leslie,Earl of Rothes 3rd
40684,Margaret (Janet) Balfour,,,Balfour,
40685,Michael Balfour,,,Balfour,Sir
40686,John Leslie,,1576.0,Leslie,
40687,James Leslie,,1576.0,Leslie,Parson
40691,Norman Leslie,,1554.0,Leslie,Master of Rothes
40692,William Leslie,,1572.0,Leslie,
40693,Elizabeth Leslie,,,Leslie,
40694,Agnes Somerville,,1543.0,Somerville,
40695,John Somerville,,,Somerville,Sir
40696,James Leslie,,,Leslie,
40697,Gilbert Seton,,,Seton,
40698,Jean Leslie,,,Leslie,
40699,Robert Leslie,,,Leslie,
40702,Margaret Lindsay,,,Lindsay,
40703,Catherine Drummond,,,Drummond,
40704,Patrick Leslie,,,Leslie,Lord Lindores
40705,Andrew Leslie,,,Leslie,Sir
40706,Elizabeth Leslie,,,Leslie,
40707,Jean Ruthven,,,Ruthven,
40708,Patrick Ruthven,,,Ruthven,Lord Ruthven 3rd
40709,Mary Leslie,,,Leslie,
40710,Janet Durie,,,Durie,
40711,David Durie,,,Durie,
40712,George Leslie,,,Leslie,
40713,John Leslie,,,Leslie,Sir
40714,Isabel Leslie,,,Leslie,
40715,Mary Stuart,,1644.0,Stuart,Lady
40716,John Erskine,1562.0,1634.0,Erskine,Earl of Mar 2nd/19th
40717,Anna Erskine,,1640.0,Erskine,
40718,Margaret Leslie,,1687.0,Leslie,
40719,Margaret Leslie,,1700.0,Leslie,Countess of Rothes
40720,Charles Hamilton,1650.0,1685.0,Hamilton,Earl of Haddington 5th
40721,John Leslie,,1722.0,Leslie,Earl of Rothes 9th
40722,Eleanor Verney,,1724.0,Verney,
40723,Thomas Verney,,,Verney,Hon.
40724,George Verney,,,Verney,Lord Willoughby de Broke
40725,William Bowes,,1706.0,Bowes,Sir MP
40726,Elizabeth Blakiston,,,Blakiston,
40727,Francis Blakiston,,,Blakiston,Bt.
40728,Thomas Bowes,1607.0,1661.0,Bowes,
40729,Anne Maxton,,,Maxton,
40730,Anthony Maxton,,,Maxton,Chaplain
40731,Thomas Bowes,,,Bowes,
40732,Anne Wareop,,,Wareop,
40733,Thomas Wareop,,,Wareop,
40734,George Bowes,,,Bowes,Sir
40735,Jane Talbot,,,Talbot,
40736,Robert Sutton,1813.0,1885.0,Sutton,Rev.
40737,Charlotte Nelthorpe,,1872.0,Nelthorpe,
40738,_____ Nelthorpe,,,Nelthorpe,
40739,John Nelthorpe,,1865.0,Nelthorpe,Bt. 8th
40740,Robert Nassau Sutton-Nelthorpe,1850.0,1937.0,Sutton-Nelthorpe,Major
