id,name,year_birth,year_death,family,title
39745,Lilian Blanche GeorginaAshley,1875.0,1939.0,GeorginaAshley,
39746,Anthony Henry EvelynAshley,1894.0,1921.0,EvelynAshley,
39747,Ernest Cassel,,,Cassel,Rt.Hon. Sir
39748,Ruth Mary ClarisseAshley,,,ClarisseAshley,
39749,Alec Stratford Cunningham-Reid,,,Cunningham-Reid,Capt.
39750,Laurie Gardner,,,Gardner,
39751,Ernest Gardner,,,Gardner,Sir
39752,Charles Brodrick,1791.0,1863.0,Brodrick,Viscount Midleton 6th
39753,Emma Stapleton,,1879.0,Stapleton,
39754,Mary Emma Brodrick,1826.0,1896.0,Brodrick,
39755,John Willoughby MichaelCole,1844.0,1850.0,MichaelCole,Viscount Cole
39756,Lowry Egerton Cole,1845.0,1925.0,Cole,Earl of Enniskillen 4th
39757,Arthur Edward CasamaijorCole,1851.0,1908.0,CasamaijorCole,JP
39758,Charlotte Jane Cole,,1933.0,Cole,
39759,Jane Evelyn Cole,,1941.0,Cole,
39760,Charlotte Marion Baird,,1937.0,Baird,
39761,Douglas Baird,,,Baird,
39762,William Willoughby Cole,1870.0,1870.0,Cole,
39763,John Henry MichaelCole,1876.0,1963.0,MichaelCole,Earl of Enniskillen 5th
39764,Galbraith Lowry EgertonCole,1881.0,1929.0,EgertonCole,Lieut.
39765,Reginald Berkeley Cole,1882.0,1925.0,Cole,Lieut.
39766,Charlotte Jane ChristianCole,1872.0,1892.0,ChristianCole,
39767,Kathleen Mary Cole,1873.0,1938.0,Cole,
39768,Marion Cole,1874.0,1874.0,Cole,
39769,Florence Ame Cole,1878.0,1914.0,Cole,
39770,Muriel Augusta MaryCole,1879.0,1880.0,MaryCole,
39771,Thomas Pitt HamiltonCholmondeley,1900.0,,HamiltonCholmondeley,Baron Delamere 4th
39772,Phyllis Anne Montagu-Douglas-Scott,1904.0,,Montagu-Douglas-Scott,
39773,George William Montagu-Douglas-Scott,1866.0,1947.0,Montagu-Douglas-Scott,Lt.Col.
39774,Henry Francis Montagu-Douglas-Scott,1868.0,1945.0,Montagu-Douglas-Scott,
39775,Francis George Montagu-Douglas-Scott,1879.0,1952.0,Montagu-Douglas-Scott,Lt.Col.
39776,Constance Anne Montagu-Douglas-Scott,1877.0,,Montagu-Douglas-Scott,
39777,John Henry Montagu-Douglas-Scott,1911.0,,Montagu-Douglas-Scott,Lt.Col.
39778,Claud Everard WMontagu-Douglas-Scott,1915.0,,WMontagu-Douglas-Scott,Lt.Col.
39779,Jeanetta Ruth Montagu-Douglas-Scott,1906.0,,Montagu-Douglas-Scott,
39780,Marjorie Katherine Montagu-Douglas-Scott,,,Montagu-Douglas-Scott,
39781,Hugh George Cholmondeley,1934.0,,Cholmondeley,
39782,Elizabeth Florence MarionCholmondeley,1925.0,,MarionCholmondeley,
39783,Anne Jeannetta EssexCholmondeley,1927.0,,EssexCholmondeley,
39784,Diana Caldwell,,,Caldwell,
39785,Seymour Caldwell,,,Caldwell,
39786,Gilbert de PrevilleColvile,,,PrevilleColvile,
39787,Henry John DelvesBroughton,,,DelvesBroughton,Bt. 11th
39788,Margeret Emily Ashley-Cooper,1858.0,1931.0,Ashley-Cooper,
39789,Evelyn Harriet Ashley-Cooper,1865.0,1931.0,Ashley-Cooper,
39790,Mildred Georgiana Ashley-Cooper,1867.0,1958.0,Ashley-Cooper,
39791,Ethel Maud Ashley-Cooper,1870.0,1945.0,Ashley-Cooper,
39792,Baron Magheramorne,,,Magheramorne,
39793,Frederick Manners-Sutton,1784.0,1826.0,Manners-Sutton,Rev.
39794,Thomas Manners-Sutton,1795.0,1844.0,Manners-Sutton,Rev.
39795,Charles Manners-Sutton,,1828.0,Manners-Sutton,Archbishop of Canterbury
39796,Thomas Manners-Sutton,,,Manners-Sutton,Baron Manners 1st
39797,Louisa Manners-Sutton,,1800.0,Manners-Sutton,
39798,Charlotte Manners-Sutton,,1827.0,Manners-Sutton,
39799,Mary Peart,,,Peart,
39800,Joshua Peart,,,Peart,
39801,Mary Manners-Sutton,,1829.0,Manners-Sutton,
39802,Richard Lumley,,1657.0,Lumley,Viscount Lumley 1st
39803,Frances Shelley,,,Shelley,
39804,Henry Shelley,,,Shelley,
39805,William Holland,,,Holland,
39806,John Lumley,,,Lumley,
39807,Elizabeth Cornwallis,,,Cornwallis,
39808,William Cornwallis,,,Cornwallis,Sir
39809,William Sandys,,,Sandys,Sir
39810,Mary Compton,,,Compton,
39811,Henry Compton,,,Compton,Sir
39812,Richard Lumley,,1721.0,Lumley,Earl of Scarborough 1st
39813,Frances Jones,,,Jones,
39814,Henry Jones,,,Jones,Sir
39815,Frances Faunconberg,,,Faunconberg,
39816,_____ Fauconberg,,,Fauconberg,
39817,Thomas Fauconberg,,,Fauconberg,Lord Fauconberg
39818,Grace Fauconberg,,,Fauconberg,
39819,James Castleton,,,Castleton,Earl of Castleton
39820,Richard Lumley,,1739.0,Lumley,Earl of Scarborough 2nd
39821,Thomas Lumley-Saunderson,1691.0,1752.0,Lumley-Saunderson,Earl of Scarborough 3rd
39822,Frances Hamilton,,1772.0,Hamilton,
39823,Richard Lumley-Saunderson,1725.0,1728.0,Lumley-Saunderson,Earl of Scarborough 4th
39824,Barbara Savile,,1797.0,Savile,
39825,George Savile,,,Savile,Bt. 7th
39826,George Savile,,,Savile,Bt. 8th
39827,George Augusta Lumley-Saunderson,1753.0,1807.0,Lumley-Saunderson,Earl of Scarborough 5th
39828,Richard Lumley-Saunderson,1757.0,1832.0,Lumley-Saunderson,Earl of Scarborough 6th
39829,Thomas Charles Lumley,1758.0,1782.0,Lumley,Capt.
39830,John Lumley-Savile,1760.0,1835.0,Lumley-Savile,Earl of Scarborough 7th
39831,Frederick Lumley,1761.0,1831.0,Lumley,
39832,Savile Henry Lumley,1768.0,1846.0,Lumley,
39833,William Lumley,1769.0,,Lumley,Gen. Sir
39834,Frances Barbara LudlowLumley,,,LudlowLumley,
39835,Mary Arabella Lumley,1763.0,1817.0,Lumley,
39836,Louisa Lumley,1773.0,1811.0,Lumley,
39837,Sophia Lumley,1777.0,1832.0,Lumley,
39838,Henry Willoughby,1726.0,1800.0,Willoughby,Baron Middleton 5th
39839,Dorothy Cartwright,,1808.0,Cartwright,
39840,George Cartwright,,,Cartwright,
39841,Henrietta Willoughby,1766.0,1846.0,Willoughby,
39842,Anna Maria Herring,1766.0,1850.0,Herring,
39843,Juline Herring,,,Herring,
39844,John Lumley-Savile,1788.0,1856.0,Lumley-Savile,Earl of Scarborough 8th
39845,Anna Maria Lumley,1791.0,1840.0,Lumley,
39846,Louisa Frances Lumley,1794.0,1885.0,Lumley,
39847,Henrietta Barbara Lumley,1796.0,1864.0,Lumley,
39848,John Lodge Ellerton,,,Ellerton,
39849,Harriet Anne Boddington,,1810.0,Boddington,
39850,John Boddington,,,Boddington,
39851,Frederick Lumley Savile,1788.0,1837.0,Savile,
39852,Jane Bradby,,1825.0,Bradby,
39853,Admiral Bradby,,,Bradby,Admiral
39854,Charlotte Mary de la PoerBeresford,,,PoerBeresford,
39855,Robert Henry Southwell,1789.0,,Southwell,
39856,Frances Charlotte ArabellaLumley,,1879.0,ArabellaLumley,
39857,Henrietta Susan BeresfordLumley,,1904.0,BeresfordLumley,
39858,Anne Georgina Lumley,,1877.0,Lumley,
39859,Constance Ellinor Patten,,1933.0,Patten,
39860,Eustace John WilsonPatten,,,WilsonPatten,Capt.
39861,Richard John Lumley,1894.0,1914.0,Lumley,Lieut.
39862,Sibell Evelyn Lumley,1893.0,1898.0,Lumley,
39863,Lilian Mary TheodoraLumley,1900.0,,TheodoraLumley,
39864,Lucy Cecilia Gardner,,1931.0,Gardner,
39865,Cecil Dunn Gardner,,,Gardner,
39866,Robert Ashton,,,Ashton,
39867,Serena Mary BarbaraLumley,1901.0,,BarbaraLumley,
39868,George William ReginaldCoventry,1900.0,1940.0,ReginaldCoventry,Earl of Coventry 10th
39869,John Bonynge Coventry,1903.0,,Coventry,Capt.
39870,Peggy Virgina Coventry,1897.0,,Coventry,
39871,Nesta Donne Philipps,,,Philipps,Hon.
39872,Terrance Vincent Fisher-Hoch,,,Fisher-Hoch,Major
39873,John Henry Fisher-Hoch,,,Fisher-Hoch,
39874,George William Coventry,1934.0,,Coventry,Earl of Coventry 11th
39875,Anne Donne Coventry,1922.0,,Coventry,
39876,Joan Blanche Coventry,1924.0,1948.0,Coventry,
39877,Maria Alice Coventry,1931.0,,Coventry,
39878,Marie Farquhar-M\x82dard,,,Farquhar-M\x82dard,
39879,William Sherman M\x82dard,,,M\x82dard,
39880,Edward George William OmarCoventry,1957.0,1997.0,OmarCoventry,Viscount Deerhurst
39881,Robert Edward Fiennes-Clinton,1972.0,,Fiennes-Clinton,
39882,William Roy Fiennes-Clinton,1980.0,,Fiennes-Clinton,
39883,Marian Dawn Fiennes-Clinton,1973.0,,Fiennes-Clinton,
39884,Simone Paulmier Litman,,,Litman,
39885,Georges Litman,,,Litman,
39886,Anita Robsahm Fuglesang,,,Fuglesang,
39887,Robin Robsahm Fuglesang,,,Fuglesang,
39888,Linda Jacqueline Paravicini,,,Paravicini,
39889,Vincent Rudolph Paravicini,,,Paravicini,Lt.Col.
39890,Alexander Nelson Hood,1948.0,,Hood,Viscount Bridport 4th
39891,Nina Lincoln,,,Lincoln,
39892,Curt Lincoln,,,Lincoln,
39893,Phillip Martyn,,,Martyn,
39894,Jochen Rindt,,,Rindt,Racing Driver
39895,Alexander Charles Michael W RHoward,1974.0,,RHoward,Viscount Andover
39896,Katherine Emma Frances Anita RHoward,1976.0,,RHoward,
39897,Philippa Mimi Jacqueline HHoward,1985.0,,HHoward,
39898,Natasha Rose Catherine LindaHoward,1987.0,,LindaHoward,
39899,Suzanne Jane Allen,,,Allen,
39900,Gregory R Allen,,,Allen,
39901,Rosemary Eardley-Wilmot,,,Eardley-Wilmot,
39902,Frederick Neville Eardley-Wilmot,,,Eardley-Wilmot,Cdr.
39903,Sheila Katherine Bolton,,,Bolton,
39904,Charles Arthur Bolton,,,Bolton,Brig.
39905,Dunia Maureen Spencer,,,Spencer,
39906,Gordon Spencer,,,Spencer,Dr.
39907,Daisy Caroline Fane,1989.0,,Fane,Lady
39908,Harry St.Clair Fane,1953.0,,Fane,Hon.
39909,Camilla Diana Fane,1957.0,,Fane,Lady
39910,Tessa Forsyth-Forrest,,,Forsyth-Forrest,
39911,Michael Philip Forsyth-Forrest,,,Forsyth-Forrest,Capt.
39912,Christoper Baldwin,,,Baldwin,
39913,Sam Michael DavidFane,1989.0,,DavidFane,
39914,Sophie Jane Fane,1987.0,,Fane,
39915,Julian Charles Fane,1927.0,,Fane,Hon.
39916,Shelley Amanda Gillard,,,Gillard,
39917,Gordon Gillard,,,Gillard,
39918,Tobias Joshua StormontFinch-Hatton,1998.0,,StormontFinch-Hatton,Viscount Maidstone
39919,Jemima Mary Montagu,1973.0,,Montagu,
39920,Algernon Henry ChampagneCapell,1807.0,1886.0,ChampagneCapell,Capt. Hon.
39921,Charles Horatio AlgernonCapell,1845.0,1924.0,AlgernonCapell,
39922,Arthur Algernon de VereCapell,,1924.0,VereCapell,
39923,Robert Edward de VereCapell,1920.0,,VereCapell,Earl of Essex 10th
39924,Doris Margaret Tomlinson,,,Tomlinson,
39925,George Frederick Tomlinson,,,Tomlinson,
39926,Frederick Paul de VereCapell,1944.0,,VereCapell,Viscount Malden
39927,Elsie Elfreda Capell,1921.0,,Capell,
39928,Bianca Maria de Paolis,,,Paolis,
39929,Gino de Paolis,,,Paolis,
39930,_____ le Vien,,,Vien,
39931,Christina Eva Montan,,,Montan,
39932,Nils Montan,,,Montan,
39933,_____ Casella,,,Casella,
39934,Anthony Nils ChristianAshley-Cooper,1977.0,,ChristianAshley-Cooper,Lord Ashley
39935,Nicholas Edmund AnthonyAshley-Cooper,1979.0,,AnthonyAshley-Cooper,Hon.
39936,Julian Petherick,,,Petherick,
39937,George Gerald Petherick,,,Petherick,Capt.
39938,Arthur George MauleRamsay,1878.0,1928.0,MauleRamsay,Earl of Dalhousie 14th
39939,Mary A Heathcote-Drummond-Willoughby,,1960.0,Heathcote-Drummond-Willoughby,
39940,John Gilbert Ramsay,1904.0,1950.0,Ramsay,Earl of Dalhousie 15th
39941,Simon Ramsay,1917.0,1999.0,Ramsay,Earl of Dalhousie 16th
39942,Caroline Paget,,1880.0,Paget,
39943,Elizabeth Araminta Monck,,1843.0,Monck,
39944,Henry Monck,,,Monck,
39945,Charles Henry Paget,1806.0,1845.0,Paget,Capt.
39946,Edward James Paget,1811.0,1859.0,Paget,Rev.
39947,Brownlow Henry Paget,1819.0,1843.0,Paget,Lieut.
39948,Elizabeth Jane Paget,,1866.0,Paget,
39949,Louisa Augusta Paget,,1860.0,Paget,
39950,Georgiana Paget,,1901.0,Paget,
39951,Frederica Georgiana AugustaPaget,,1835.0,AugustaPaget,
39952,Jane Frances ElizabethPaget,,1905.0,ElizabethPaget,
39953,Reginald Randolph AlgernonCapell,1841.0,,AlgernonCapell,
39954,Millicent Florence EvelynCapell,,1932.0,EvelynCapell,
39955,Alice Peel Bellairs,,1936.0,Bellairs,
39956,Frederick Bellairs,,,Bellairs,
39957,Beatrice Alice GeorginaCapell,,,GeorginaCapell,
39958,Edith Florence CarolineCapell,,,CarolineCapell,
39959,Evelyn Maud MaryCapell,,,MaryCapell,
39960,Mabel Lillian VioletCapell,,,VioletCapell,
39961,Vincent Coventry,,,Coventry,
39962,Richard Coventry,,,Coventry,
39963,Thomas Coventry,1547.0,1606.0,Coventry,Sir
39964,Margaret Jefferies,,,Jefferies,
39965,William Jefferies,,,Jefferies,
39966,William Coventry,,,Coventry,
39967,Walter Coventry,,,Coventry,
39968,Catherine Coventry,,,Coventry,
39969,Anne Holcombe,,,Holcombe,
39970,Humphrey Holcombe,,,Holcombe,
39971,William Coventry,,1750.0,Coventry,Earl of Coventry 5th
39972,Sarah Sebright,,,Sebright,
39973,_____ Sebright,,,Sebright,
39974,Edward Sebright,,,Sebright,Bt. 1st
39975,Thomas Coventry,1606.0,1661.0,Coventry,Baron Coventry 2nd
39976,Elizabeth Coventry,,,Coventry,
39977,John Coventry,,,Coventry,
39978,Francis Coventry,1612.0,1680.0,Coventry,Barrister
39979,Henry Coventry,1618.0,1686.0,Coventry,
39980,William Coventry,,1686.0,Coventry,Sir
39981,Anne Coventry,,,Coventry,
39982,Dorothy Coventry,,,Coventry,
39983,Mary Craven,,1634.0,Craven,
39984,Thomas Coventry,,1699.0,Coventry,Earl of Coventry 1st
39985,Margaret Thanet,,,Thanet,
39986,John Thanet,,,Thanet,Earl of Thanet
39987,John Coventry,1654.0,1687.0,Coventry,Baron Coventry 4th
39988,Winifred Edgecumbe,,1694.0,Edgecumbe,
39989,Piers Edgcumbe,,1660.0,Edgcumbe,
39990,Thomas Coventry,,1763.0,Coventry,Earl of Coventry 2nd
39991,Gilbert Coventry,,1719.0,Coventry,Earl of Coventry 4th
39992,Elizabeth Grimes,,,Grimes,
39993,Richard Grimes,,,Grimes,
39994,Thomas Savage,,,Savage,
39995,Anne Somerset,,1763.0,Somerset,
39996,Thomas Coventry,1702.0,1711.0,Coventry,Earl of Coventry 3rd
39997,Dorothy Keyt,,1705.0,Keyt,
39998,William Keyt,,,Keyt,Bt. 2nd
39999,Anne Coventry,,,Coventry,
40000,Anne Master,,1788.0,Master,
40001,Streynsham Master,,,Master,Sir
40002,Elizabeth Allen,,1738.0,Allen,
40003,John Allen,,,Allen,
40004,Thomas Henry Coventry,1721.0,1744.0,Coventry,Viscount Deerhurt
40005,George William Coventry,1722.0,1809.0,Coventry,Earl of Coventry 6th
40006,John Bulkeley Coventry-Bulkeley,,1801.0,Coventry-Bulkeley,
40007,Maria Gunning,,1760.0,Gunning,
40008,George William Coventry,1758.0,1831.0,Coventry,Earl of Coventry 7th
40009,Mary Alicia Coventry,,1784.0,Coventry,
40010,Anne Margaret Coventry,,,Coventry,
40011,John St.John,,1757.0,St.John,Baron St.John 10th
40012,Elizabeth Crowley,,1769.0,Crowley,
40013,Ambrose Crowley,,,Crowley,Sir Alderman of London
40014,Barbara St.John,,1804.0,St.John,
40015,John Coventry,1765.0,1829.0,Coventry,Hon.
40016,Thomas William Coventry,1778.0,1816.0,Coventry,
40017,Catherine Henley,,1779.0,Henley,
40018,Robert Henley,,,Henley,Earl of Northington
40019,Peggy Pitches,,1840.0,Pitches,
40020,Abraham Pitches,,,Pitches,Sir
40021,William James Coventry,1797.0,1877.0,Coventry,
40022,Augusta Maria Coventry,,1865.0,Coventry,
40023,Barbara Coventry,,1838.0,Coventry,
40024,Sophia Coventry,,1875.0,Coventry,
40025,Maria Emma CatherineCoventry,,1912.0,CatherineCoventry,
40026,Margaret Elizabeth MaryStirling,,1997.0,MaryStirling,
40027,Archibald Stirling,,,Stirling,Brig.Gen.
40028,James Hubert Ramsay,1948.0,,Ramsay,Earl of Dalhousie 17th
40029,Anthony Ramsay,1949.0,,Ramsay,Hon.
40030,John Patrick Ramsay,1952.0,,Ramsay,Hon.
40031,Elizabeth Ramsay,1941.0,,Ramsay,Lady
40032,Sarah Ramsay,1945.0,,Ramsay,Lady
40033,Marilyn Davina Butter,,,Butter,
40034,David Henry Butter,,,Butter,Major Sir
40035,Simon David Ramsay,1981.0,,Ramsay,Lord Ramsay
40036,Lorna Theresa Ramsay,1975.0,,Ramsay,Lady
40037,Alice Magdalene Ramsay,1977.0,,Ramsay,Lady
40038,Richard Osbert Lumley,1973.0,,Lumley,Viscount Lumley
40039,Rose Frederica LilyLumley,1981.0,,LilyLumley,Lady
40040,Aline Lucy Harington,,,Harington,
40041,John Harington,,,Harington,Brig.Gen.
40042,Valerie Anne Birch,,,Birch,
40043,Anne Cripps,,,Cripps,
40044,Frederick William JamesCripps,,,JamesCripps,
40045,Rachel Wynne Mason,,,Mason,
40046,Jack Mason,,,Mason,
40047,George Francis WilliamChild-Villiers,1976.0,,WilliamChild-Villiers,Earl of Jersey 10th
40048,Jamie Charles Child-Villiers,1994.0,,Child-Villiers,Hon.
40049,Sophia Georgiana Child-Villiers,1971.0,,Child-Villiers,Lady
40050,Helen Katherine LuisaChild-Villiers,1978.0,,LuisaChild-Villiers,Lady
40051,Luciana Dorothea SachaChild-Villiers,1981.0,,SachaChild-Villiers,Lady
40052,Isabella Bianca RosaChild-Villiers,1950.0,,RosaChild-Villiers,Lady
40053,Caroline Child-Villiers,1934.0,,Child-Villiers,Lady
40054,Joan Child-Villiers,1911.0,,Child-Villiers,Lady
40055,Ann Child-Villiers,1916.0,,Child-Villiers,Lady
40056,Michael Morley,,,Morley,
40057,William Henry CharlesWellesley,,,CharlesWellesley,
40058,Henrietta Callender Grant,,,Grant,
40059,William Grant,,,Grant,
40060,Julia Dasha Potter,,,Potter,
40061,John Gerald Potter,,,Potter,
40062,Edward Henry Scudamore-Stanhope,1889.0,1952.0,Scudamore-Stanhope,Earl of Chesterfield 12th
40063,Lucinda Sol Moorsom,,,Moorsom,
40064,Christopher Stuart Moorsom,,,Moorsom,
40065,Mary Pratt,,,Pratt,
40066,John Pratt,,,Pratt,Receiver-General
40067,George Augusta Lumley,1787.0,1807.0,Lumley,
40068,Charles Victor Child-Villiers,1952.0,,Child-Villiers,
40069,Edward Mansel Child-Villiers,1913.0,,Child-Villiers,
40070,Margaret Child-Villiers,1874.0,1874.0,Child-Villiers,
40071,Beatrice Child-Villiers,1880.0,,Child-Villiers,
40072,Julia Sarah AliceChild-Villiers,,1921.0,AliceChild-Villiers,
40073,Ruth Beatrice Meyer-Bechtler,,,Meyer-Bechtler,
40074,Leo Meyer-Bechtler,,,Meyer-Bechtler,
40075,Bettina Mary Lindsay,1950.0,,Lindsay,
40076,Iona Sina Lindsay,1957.0,,Lindsay,
40077,Brian Sweeney,,,Sweeney,
40078,John Campbell,1762.0,1834.0,Campbell,Marquess of Breadalbane 1
40079,Mary Turner Gavin,,1845.0,Gavin,
40080,John Campbell,1796.0,1862.0,Campbell,Marquess of Breadalbane 2
40081,Elizabeth Maitland Campbell,,1878.0,Campbell,
40082,Mary Campbell,,1862.0,Campbell,
40083,David Gavin,,,Gavin,
40084,William Henry PowellGore-Langton,1824.0,1873.0,PowellGore-Langton,MP
40085,William Stephen Temple-Gore-Langton,1847.0,1902.0,Temple-Gore-Langton,Earl Temple of Stowe 4th
40086,Caroline Harvey,,1874.0,Harvey,
40087,Robert Harvey,,,Harvey,
40088,Alice Ann Montgomery,,,Montgomery,
40089,Graham Graham Montgomery,,,Montgomery,Bt. 3rd
40090,William Egerton,1832.0,1909.0,Egerton,Earl Egerton of Tatton 2
40091,Mary Sarah Amherst,,1892.0,Amherst,
40092,William Pitt Amherst,1805.0,1886.0,Amherst,Earl of Amherst 2nd
40093,Gertrude Percy,,1890.0,Percy,
40094,Mary Grenville,,,Grenville,Baroness Kinloss
40095,Anne Grenville,,,Grenville,
40096,Hester Grenville,,1803.0,Grenville,
40097,Richard Grenville,,1726.0,Grenville,
40098,Hester Temple,,1752.0,Temple,Countess of Temple
40099,Ulick Conding de Burgh,1827.0,1867.0,Burgh,Lord Dunkellin
40100,Catherine de Burgh,,1895.0,Burgh,
40101,Margaret Anne de Burgh,,1888.0,Burgh,
40102,Harriet Augusta de Burgh,,1901.0,Burgh,
40103,Emily de Burgh,,1842.0,Burgh,
40104,William Harry Vane,1766.0,1842.0,Vane,Duke of Cleveland 1st
40105,Elizabeth Russell,,,Russell,
40106,Robert Russell,,,Russell,Market Gardner
40107,Grace Fitzroy,,,Fitzroy,Lady
40108,Henry Vane,1705.0,1758.0,Vane,Earl of Darlington 1st
40109,Henry Vane,1726.0,1792.0,Vane,Earl of Darlington 2nd
40110,Margaret Lowther,,,Lowther,
40111,Robert Lowther,,,Lowther,
40112,Katherine Pennington,,1764.0,Pennington,
40113,Joseph Pennington,,,Pennington,Bt.
40114,Barbara Lowther,,,Lowther,
40115,Harry George VanePowlett,1803.0,1891.0,VanePowlett,Duke of Cleveland 4th
40116,Henry Vane,1788.0,1864.0,Vane,Duke of Cleveland 2nd
40117,William John FrederickVane,1792.0,1864.0,FrederickVane,Duke of Cleveland 3rd
40118,Grace Caroline Lowther,,1883.0,Lowther,
40119,Anne Seymour-Conway,,1784.0,Seymour-Conway,
40120,Charles Moore,1730.0,1822.0,Moore,Marquess of Drogheda 1st
40121,Edward Moore,1770.0,1837.0,Moore,Marquess of Drogheda 2nd
40122,Henry Seymour Moore,,1825.0,Moore,
40123,Letitia Parnell,,1881.0,Parnell,
40124,Henry Parnell,,,Parnell,Baron Congleton 1st
40125,E H Cole,,,Cole,
40126,Henry Francis SeymourMoore,1825.0,1892.0,SeymourMoore,Marquess of Drogheda 3rd
40127,Emma Margarette Willes,,1917.0,Willes,
40128,Edward Willes,,,Willes,Rev.
40129,Gerald Dudley Smith,1866.0,1936.0,Smith,JP
40130,Alwyn Dudley Smith,1868.0,1938.0,Smith,
40131,Ada Margarette Smith,,1944.0,Smith,
40132,Beatrice Mary Smith,,1922.0,Smith,
40133,Muriel Anne Smith,,1949.0,Smith,
40134,Cicely Laura Smith,,1941.0,Smith,
40135,Barbara Elizabeth Coventry,1870.0,1946.0,Coventry,JP
40136,Charles John Coventry,1867.0,1929.0,Coventry,
40137,Henry Thomas Coventry,1863.0,1934.0,Coventry,
40138,Reginald William Coventry,1869.0,1940.0,Coventry,Sir
40139,William Francis Coventry,1875.0,1937.0,Coventry,
40140,Thomas George Coventry,1885.0,,Coventry,
40141,Dorothy Coventry,1872.0,,Coventry,
40142,Anne Blanche AliceCoventry,1874.0,1956.0,AliceCoventry,
40143,Osbert Walter DudleySmith,1898.0,,DudleySmith,Lt.Col.
40144,Charles Jervoise DudleySmith,1895.0,1915.0,DudleySmith,
40145,Alexander Zinovieff,1854.0,1934.0,Zinovieff,
40146,Elizabeth Korff,,1913.0,Korff,
40147,Leo Zinovieff,1822.0,,Zinovieff,
40148,Olga Baranova,,,Baranova,
40149,Peter Baranoff,,,Baranoff,General
40150,Olga Bortenoff,,,Bortenoff,
40151,Leo Zinovieff,1905.0,1951.0,Zinovieff,Major
40152,Kyril Zinovieff,1910.0,,Zinovieff,
40153,Sofka Dolgorouky,,,Dolgorouky,Princess
40154,Pierre Alexandrovitch Dolgorouky,,,Dolgorouky,Prince
40155,Princess Wolkonsky,,,Wolkonsky,
40156,Peter Zinovieff,1933.0,,Zinovieff,
40157,Ian Zinovieff,1935.0,,Zinovieff,
40158,James Thorne Erskine,1949.0,,Erskine,Earl of Mar 14th
40159,Alexander David Erskine,1952.0,,Erskine,
40160,Michael John Erskine,1956.0,,Erskine,
40161,Fiona Erskine,1956.0,,Erskine,
40162,Ludmila Psov,,,Psov,
40163,Louise Crammond,,,Crammond,Lady Howland
40164,Nikolai Schleswig-Holstein,1999.0,,Schleswig-Holstein,
40165,Anne Browne,,,Browne,
40166,Thomas Browne,,,Browne,Bt. 2nd
40167,John Paulet,,,Paulet,Sir
40168,Alice Poulett,,,Poulett,
40169,William Poulett,,,Poulett,Sir
40170,Thomas Paulet,,,Paulet,
40171,George Paulet,,1558.0,Paulet,Sir
40172,Richard Paulet,,,Paulet,
40173,Eleanor Paulet,,,Paulet,
40174,Katherine Paulet,,,Paulet,
40175,John Paulet,,1470.0,Paulet,
40176,Eleanor Roos,,,Roos,
40177,Margaret Paulet,,,Paulet,
40178,John Paulet,,,Paulet,Sir
40179,Constance de Poynings,,,Poynings,
40180,Hugh de Poynings,,,Poynings,
40181,Thomas de Poynings,,,Poynings,Lord St.John of Basing
40182,William Paulet,,1435.0,Paulet,Serjeant at Law
40183,Eleanor de la Mere,,,Mere,
40184,Philip de la Mere,,,Mere,
40185,Elias de la Mere,,,Mere,Sir
40186,John Paulet,,1378.0,Paulet,Sir
40187,Elizabeth Creedy,,,Creedy,
40188,John Creedy,,,Creedy,Sir
40189,John Paulet,,1356.0,Paulet,Sir
40190,Elizabeth Reyney,,,Reyney,
40191,Thomas Reyney,,,Reyney,Sir
40192,Thomas Paulett,,,Paulett,Sir
40193,Margaret Boulton,,,Boulton,
40194,Henry Boulton,,,Boulton,
40195,William Paulett,,,Paulett,Sir
40196,Elizabeth Denehand,,,Denehand,
40197,John Denehand,,,Denehand,
40198,Amias Paulett,,,Paulett,Sir
40199,Hugh Paulett,,,Paulett,Sir Governor of Jersey
40200,Phillipa Pollard,,,Pollard,
40201,Lewis Pollard,,,Pollard,Sir
40202,Amias Poulett,,1588.0,Poulett,Sir
40203,Margaret Harvey,,,Harvey,
40204,Anthony Harvey,,,Harvey,
40205,Anthony Poulett,,1600.0,Poulett,Sir Governor of Jersey
40206,Catherine de Rycote,,,Rycote,
40207,Norris de Rycote,,,Rycote,Lord
40208,John Poulett,,1648.0,Poulett,Baron Poulett 1st
40209,Elizabeth Kenn,,1632.0,Kenn,
40210,Christopher Kenn,,,Kenn,
40211,John Ashburnham,,,Ashburnham,
40212,John Poulett,,1679.0,Poulett,Baron Poulett 3rd
40213,Essex Popham,,,Popham,
40214,Catherine Poulett,,,Poulett,
40215,Letitia Poulett,,,Poulett,
40216,Susan Herbert,,,Herbert,
40217,John Poulett,,1743.0,Poulett,Earl Poulett 1st
40218,Bridget Bertie,,1747.0,Bertie,
40219,John Poulett,1708.0,1764.0,Poulett,Earl Poulett 2nd
40220,Peregrine Poulett,,1752.0,Poulett,MP
40221,Vere Poulett,1710.0,1788.0,Poulett,Earl Poulett 3rd MP
40222,Anne Poulett,1711.0,1785.0,Poulett,MP
40223,Bridget Poulett,,1773.0,Poulett,
40224,Catherine Poulett,,1758.0,Poulett,
40225,Mary Butt,,1819.0,Butt,
40226,Richard Butt,,,Butt,
40227,John Poulett,1756.0,1819.0,Poulett,Earl Poulett 4th
40228,Vere Poulett,1761.0,1812.0,Poulett,Lt.Gen MP
